I_D,FLAG_TSUNAMI,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,FOCAL_DEPTH,EQ_PRIMARY,EQ_MAG_MW,EQ_MAG_MS,EQ_MAG_MB,EQ_MAG_ML,EQ_MAG_MFA,EQ_MAG_UNK,INTENSITY,COUNTRY,STATE,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,DEATHS,DEATHS_DESCRIPTION,MISSING,MISSING_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS,DAMAGE_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION,HOUSES_DAMAGED,HOUSES_DAMAGED_DESCRIPTION,TOTAL_DEATHS,TOTAL_DEATHS_DESCRIPTION,TOTAL_MISSING,TOTAL_MISSING_DESCRIPTION,TOTAL_INJURIES,TOTAL_INJURIES_DESCRIPTION,TOTAL_DAMAGE_MILLIONS_DOLLARS,TOTAL_DAMAGE_DESCRIPTION,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DESTROYED_DESCRIPTION,TOTAL_HOUSES_DAMAGED,TOTAL_HOUSES_DAMAGED_DESCRIPTION
5699,No,2003,6,9,7,6,39.3,18,5.2,5.2,4.9,4.9,,,,,GREECE,,"GREECE:  GONNOI, LARISA",39.893,22.309,130,,,,,,,,1,,,50,1,,,,,,,,1,,,50,1
5688,No,2003,6,20,13,30,41.6,33,6.8,6.8,6.8,6.4,,,,6,CHILE,,"CHILE:  OVALLE, COQUIMBO; ARGENTINA:  SAN JUAN",-30.608,-71.637,160,,,,,1,1,,1,,,,2,,,,,1,1,,1,,,,2
5704,No,2003,7,3,14,59,32.2,41,5.2,5.2,4.9,5.2,,,,,IRAN,,"IRAN:  NORTHEASTERN: YAKHAK, BASHIRABAD, BUTEHGAZ",35.476,60.784,140,,,,,,,,1,,,,,,,,,,,,1,,,90,2
5705,No,2003,7,10,17,6,37.6,10,5.8,5.8,5.5,5.9,,,,,IRAN,,IRAN:  SOUTHERN: GAJJIABAD,28.355,54.169,140,1,1,,,25,1,,3,3500,4,3500,4,1,1,,,25,1,,3,3500,4,,
5706,No,2003,7,15,20,27,50.5,10,7.6,7.6,7.6,6.1,,,,,INDIAN OCEAN,,INDIAN OCEAN:  FELT IN MALDIVES,-2.598,68.382,60,,,,,,,,,,,,,,,,,,,,,,,,
5707,No,2003,7,21,15,16,31.9,10,5.9,5.9,6,5.4,,,,,CHINA,,CHINA:  YUNNAN PROVINCE,25.975,101.29,30,16,1,,,584,3,75,4,264878,4,264878,4,16,1,,,584,3,75,4,264878,4,,
5708,No,2003,7,25,15,13,7.7,10,5.5,5.5,4.9,5.6,,,,,JAPAN,,"JAPAN:  HONSHU:  MIYAGI, IWATE",38.432,141.003,30,,,,,569,3,411,4,,,1025,4,,,,,569,3,411,4,,,1025,4
5709,No,2003,7,26,1,0,57.6,10,4.5,,,4.5,5,,,,TURKEY,,TURKEY:  WESTERN:  BULDAN,38.111,28.887,140,,,,,,2,,1,,,,,,,,,,2,,1,,,48,1
5710,No,2003,7,26,8,36,49.1,10,5.4,5.4,5.2,5,,,,,TURKEY,,TURKEY:  WESTERN:  BULDAN,38.019,28.927,140,,,,,10,1,,1,1,1,1,1,,,,,10,1,,1,1,1,,1
5711,No,2003,7,26,23,18,17.9,10,5.7,5.7,5.5,5.5,,,,,BANGLADESH,,BANGLADESH:  RANGAMATI,22.854,92.306,60,2,1,,,25,1,,2,500,3,,,2,1,,,25,1,,2,500,3,,
5712,No,2003,8,4,4,37,20.1,10,7.6,7.6,7.5,6.2,,,,,ANTARCTICA,,SCOTIA SEA:  SOUTH ORKNEY ISLANDS: LAURIE IS,-60.532,-43.411,20,,,,,,,,1,,,,,,,,,,,,1,,,,
5713,No,2003,8,11,0,19,9.2,10,6,6,5.6,5.7,,,,,INDONESIA,,INDONESIA:  HALMAHERA:  WASILE,1.142,128.152,170,,,,,,,,2,,,200,3,,,,,,,,2,,,200,3
5714,No,2003,8,13,8,29,27.2,54,5.4,5.4,,5,,,,,PANAMA,,"PANAMA:  COLON, PANAMA CITY",9.355,-79.941,100,,,,,,,,1,,,,,,,,,,,,1,,,,
5715,No,2003,8,14,5,14,54.7,10,6.3,6.3,6.2,5.6,,,,,GREECE,,"GREECE:  LEFKADA, PREVEZA",39.16,20.605,130,,,,,50,1,,2,,,,2,,,,,50,1,,2,,,,2
5716,No,2003,8,16,10,58,42.7,24,5.4,5.4,5.1,5.5,,,,,CHINA,,"CHINA:  NEI MONGOL:  LINDONG, TIANSHAN",43.77,119.643,30,4,1,,,1000,3,,3,7900,3,,,4,1,,,1000,3,,3,7900,4,,
5717,No,2003,8,18,9,3,3.5,33,5.5,5.5,5.3,5.6,,,,,CHINA,,"CHINA:  TIBET (XIZANG PROVINCE): BOMI,MEDOG,NYINGCHI",29.573,95.605,40,,,,,,,,1,,,,,,,,,,,,1,,,,
5719,Yes,2003,8,21,12,12,49.7,28,7.2,7.2,7.5,6.6,7.1,,,,NEW ZEALAND,,"NEW ZEALAND:  DUNEDIN,INVERCARGILL,TE ANAU,FIORDLAND",-45.104,167.144,170,,,,,,,,1,,,,,,,,,,,,1,,,,
5720,No,2003,9,14,21,42,51.8,10,5.3,5.3,5.2,5.1,,,,7,ITALY,,"ITALY:  LOIANO, MONGHIDORO, MONZUNO",44.329,11.45,130,,,,,,2,,1,,,10,1,,,,,,2,,1,,,10,1
5721,No,2003,9,20,3,54,50.7,52,5.7,5.7,,5.4,,,,,JAPAN,,JAPAN:  HONSHU:  TOKYO,34.998,140.172,30,,,,,7,1,,1,,,,2,,,,,7,1,,1,,,,2
5722,No,2003,9,21,18,16,13.4,10,6.6,6.6,6.9,6.1,,,,,MYANMAR (BURMA),,MYANMAR (BURMA):  TAUNGDWINGYI; THAILAND:  BANGKOK,19.917,95.672,60,,,,,,,,1,,,,2,,,,,,,,1,,,,2
5723,No,2003,9,22,4,45,36.2,10,6.4,6.4,6.6,6.2,,,,10,DOMINICAN REPUBLIC,,"DOMINICAN REPUBLIC:  PUERTO PLATA, SANTIAGO",19.777,-70.673,90,3,1,,,15,1,,3,,3,,,3,1,,,15,1,,3,,3,,
5724,Yes,2003,9,25,19,50,6.3,27,8.3,8.3,8.1,6.9,,,,,JAPAN,,JAPAN:  HOKKAIDO,41.815,143.91,30,,,,,849,3,90,4,,,,,2,1,,,849,3,90,4,,,,
5725,No,2003,9,27,11,33,25,16,7.3,7.3,7.5,6.5,,,,10,RUSSIA,,"RUSSIA:  KOSH-AGACH, UST'-ULAGAN, ONGUDAI, SHEBALINO",50.038,87.813,40,3,1,,,5,1,10.6,3,300,3,,,3,1,,,5,1,10.6,3,300,3,,
5726,No,2003,9,29,15,27,1,10,4.4,,4.4,5.1,,,,,RUSSIA,,RUSSIA:  KOSH-AGACH,50,87.89,40,,,,,,,,1,,,,,,,,,,,,1,,,,
5727,No,2003,9,29,18,22,32,32,4.8,,,4.8,4.9,,,,NEW ZEALAND,,NEW ZEALAND:  CHRISTCHURCH,-43.34,173.04,170,,,,,,,,1,,,,,,,,,,,,1,,,,
5728,No,2003,10,1,1,3,25.2,10,6.7,6.7,7.1,6.3,,,,,RUSSIA,,"RUSSIA:  KOSH-AGACH, BARNAUL, GORNO-ALTAYSK",50.211,87.721,40,,,,,,,,1,,,,1,,,,,,,,1,,,,1
5729,No,2003,10,15,7,30,35.9,78,5.2,5.2,,5,,,,,JAPAN,,JAPAN:  NEAR S COAST HONSHU:  ATSUGI,35.457,139.871,30,,,,,,,,1,,,,,,,,,,,,1,,,,
5730,No,2003,10,16,3,20,55.3,10,4.5,,4.5,4.8,,,,,DOMINICAN REPUBLIC,,"DOMINICAN REPUBLIC:   MOCA, SANTIAGO",19.761,-70.693,90,,,,,,,,1,,,,1,,,,,,,,1,,,,1
5731,No,2003,10,16,12,28,9,33,5.6,5.6,5.6,5.2,,,,,CHINA,,CHINA:  YUNNAN PROVINCE:  DAYAO,25.954,101.254,30,3,1,,,32,1,,3,12000,4,12000,4,3,1,,,32,1,,3,12000,4,,
5732,No,2003,10,25,12,41,35.2,10,5.8,5.8,5.7,5.8,,,,,CHINA,,"CHINA:  GANSU PROVINCE:  MINLE, SHANDAN",38.4,100.951,30,9,1,,,43,1,40,4,10000,4,,,9,1,,,43,1,40,4,10000,4,,
6610,Yes,2003,10,31,1,6,28.2,10,7,7,6.8,6.1,,,,,JAPAN,,JAPAN:  EAST COAST HONSHU,37.812,142.619,30,,,,,,,,,,,,,,,,,,,,,,,,
5733,No,2003,11,13,2,35,10.3,10,5.1,5.1,5.1,5.1,,,,,CHINA,,"CHINA:  GANSU PROVINCE:  JONE, LINTAN, MINXIAN",34.712,103.834,30,1,1,,,30,1,,1,10,1,,,1,1,,,30,1,,1,10,1,,
5734,No,2003,11,14,18,49,46.5,33,5.6,5.6,,5,,,,,CHINA,,"CHINA:  YUNNAN PROVINCE:  LUDIAN, ZHAOTONG",27.372,103.971,30,4,1,,,65,1,,2,600,3,600,3,4,1,,,65,1,,2,600,3,,
5735,Yes,2003,11,17,6,43,6.8,33,7.8,7.8,7.2,6.2,,,,,USA,AK,ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS,51.146,178.65,150,,,,,,,,,,,,,,,,,,,,,,,,
5736,No,2003,11,18,17,14,22.6,35,6.5,6.5,6.5,6.1,,,,7,PHILIPPINES,,PHILIPPINES:  SAMAR:  CAN-AVID,12.025,125.416,170,1,1,,,21,1,,2,1,1,,3,1,1,,,21,1,,2,1,1,,3
5737,No,2003,11,26,13,38,57.8,33,4.7,,,4.7,,,,,CHINA,,CHINA:  YUNNAN PROVINCE:  LUDIAN,27.283,103.753,30,,,,,4,1,,4,2000,4,2000,4,,,,,4,1,,4,2000,4,,
5738,No,2003,12,1,1,38,31.9,10,6,6,5.9,6,,,,,CHINA,,CHINA:  XINJIANG:  ZHAOSU,42.905,80.515,40,11,1,,,47,1,,3,769,3,,,11,1,,,47,1,,3,769,3,,
5745,No,2003,12,5,23,41,27.4,33,4.9,,4.9,5.4,,,,,INDONESIA,,"INDONESIA:  FLORES, RUTENG",-8.137,120.524,60,,,,,,,,1,,,,1,,,,,,,,1,,,,1
5746,No,2003,12,10,4,38,11.5,10,6.8,6.8,6.7,6,,,,,TAIWAN,,"TAIWAN:  T'AI-TUNG, KAO-HSIUN",23.039,121.362,30,,,,,1,1,,1,,,,,,,,,1,1,,1,,,,
5747,No,2003,12,11,16,28,17.3,33,5,,,5,,,,,IRAN,,IRAN:  WESTERN:  MASJED-E- SOLEYMAN,31.953,49.209,140,,0,,,5,1,,1,2,1,2,1,,,,,5,1,,1,1,1,,
5748,No,2003,12,17,23,15,17.2,34,4.4,,,4.4,,,,,BULGARIA,,BULGARIA: POVADIYA,43.083,27.486,110,,,,,,,,2,10,1,10,1,,,,,,,,2,10,1,150,3
5749,No,2003,12,22,19,15,56,8,6.6,6.6,6.4,6.1,,,,8,USA,CA,"CALIFORNIA:  PASO ROBLES,TEMPLETON,ATASCADERO",35.706,-121.102,150,2,1,,,40,1,300,4,40,1,,,2,1,,,40,1,300,4,,,,
5750,No,2003,12,25,7,11,11.5,33,6.5,6.5,6.4,6,,,,,PANAMA,,PANAMA-COSTA RICA:  PUERTO ARMUELLES,8.416,-82.824,100,2,1,,,75,2,,2,,,,3,2,1,,,75,2,,2,,,,3
5751,No,2003,12,26,1,56,52.4,10,6.6,6.6,6.8,6,,,,9,IRAN,,"IRAN:  SOUTHEASTERN:  BAM, BARAVAT",28.995,58.311,140,31000,4,,,30000,4,32.7,4,,4,,4,31000,4,,,30000,4,32.7,4,,4,,
7404,Yes,2003,12,27,4,55,25.4,10,6.1,6.1,5.9,5.9,,,,,NEW CALEDONIA,,NEW CALEDONIA:  LOYALTY ISLANDS,-22.107,169.35,170,,,,,,,,,,,,,,,,,,,,,,,,
5752,No,2004,1,1,20,59,31.9,45,5.8,5.8,5.4,5.5,,,,6,INDONESIA,,"INDONESIA:  BALI, LOMBOK",-8.31,115.788,60,1,1,,,29,1,12,3,6000,4,,,1,1,,,29,1,12,3,6000,4,,
5753,No,2004,1,1,23,31,50,29,6.1,6.1,5.7,5.6,,,,,MEXICO,,"MEXICO:  GUERRERO, MEXICO CITY",17.488,-101.303,150,,,,,,,,1,,,,,,,,,,,,1,,,,
5754,No,2004,1,10,7,43,18,5,2.2,,,,2.2,,,,SLOVAKIA,,SLOVAKIA:  SLOVENSKO L'UPCA,48.758,19.217,110,,,,,,,,1,,,,,,,,,,,,1,,,,
5755,No,2004,1,10,18,38,14.8,10,4.4,,4.4,4.5,4.6,,,,ALGERIA,,"ALGERIA:  NORTHERN:  ALGIERS, BOUMERDES",36.852,3.418,15,,,,,300,3,,1,,,,,,,,,300,3,,1,,,,
5756,No,2004,1,14,16,58,48.1,12,5.2,5.2,,5.4,,,,,IRAN,,IRAN:  SOUTHERN:  FIRUZABAD,27.695,52.397,140,,,,,,,,1,,,,,,,,,,,,1,,,,
6611,Yes,2004,1,28,22,15,30.7,17,6.7,6.7,6.5,6,,,,,INDONESIA,,INDONESIA:  SERAM,-3.12,127.4,170,,,,,,,,,,,,,,,,,,,,,,,,
5757,No,2004,2,4,11,59,47.6,29,6.1,6.1,5.9,5.6,,,,,PANAMA,,PANAMA-COSTA RICA:  CHIRIQUI,8.358,-82.877,100,,,,,4,1,,1,,,,,,,,,4,1,,1,,,,
5758,No,2004,2,5,21,5,2.8,17,7,7,7.1,6.1,,,,,INDONESIA,,INDONESIA:  NABIRE,-3.615,135.538,170,37,1,,,682,3,1,2,2678,4,,,37,1,,,682,3,1,2,2678,4,,
5759,No,2004,2,7,2,42,35.2,10,7.3,7.3,7.5,6.2,,,,,INDONESIA,,INDONESIA:  NABIRE,-4.003,135.023,170,,,,,,,,1,,,,,,,,,,,,1,,,,
5760,Yes,2004,2,11,8,15,3.8,27,5.3,5.3,4.8,5.1,,,,,JORDAN,,"JORDAN:  MA'IN; ISRAEL:  JERUSALEM, PETAH-TIQWA",31.675,35.551,140,,,,,4,1,,2,,,,2,,,,,4,1,,2,,,,2
5761,No,2004,2,14,10,30,22.1,11,5.4,5.4,5.2,5.4,,,,,PAKISTAN,,"PAKISTAN:  BALAKOT, BATGRAM, MANSEHRA",34.774,73.216,60,24,1,,,40,1,,3,1420,4,1420,4,24,1,,,40,1,,3,1420,4,5379,4
5762,No,2004,2,16,14,44,39.9,56,5.1,5.1,4.5,5.2,,,,,INDONESIA,,INDONESIA:  SUMATRA:  PADANGPANJANG,-0.466,100.655,60,5,1,,,7,1,,1,,,,,5,1,,,7,1,,,,,100,2
5763,No,2004,2,22,6,46,27,42,6,6,5.7,6.3,,,,,INDONESIA,,INDONESIA:  SUMATRA:  PESISIR SELATAN,-1.559,100.488,60,,,,,1,1,,1,,,,,,,,,1,1,,1,,,,3
5764,No,2004,2,24,2,14,34,10,4.7,,,4.7,,,,,BURUNDI,,BURUNDI:  RUYAGA,-3.393,29.558,10,3,1,,,,,,1,24,1,,,3,1,,,,,,1,24,1,,
5765,No,2004,2,24,2,27,46.2,0,6.4,6.4,6.4,6.2,,,,9,MOROCCO,,"MOROCCO:  AL HOCEIMA, IMZOURENE, BENI ABDALLAH",35.142,-3.997,15,628,3,,,926,3,400,4,2539,4,,,628,3,,,926,3,400,4,2539,4,,
5766,No,2004,3,1,0,35,58,9,5.2,5.2,4.8,5.4,5.1,,,,GREECE,,GREECE:  SOUTHERN:  KALAMATA,37.136,22.116,130,,,,,,,,1,,,,1,,,,,,,,1,,,,1
5768,No,2004,3,24,1,53,49.4,19,5.4,5.4,5.2,5.6,,,,,CHINA,,"CHINA:  NEI MONGOL:  BAYAN UL HOT, ULIASTAI",45.382,118.256,30,,,,,100,2,74,4,38000,4,,,,,,,100,2,74,4,38000,4,,
5767,No,2004,3,25,19,30,49,,5.6,5.6,5.4,5,,,,,TURKEY,,TURKEY:  ERZURUM,39.93,40.812,140,10,1,,,46,1,,1,45,1,45,1,10,1,,,46,1,,1,45,1,,
5769,No,2004,3,28,3,51,10,5,5.6,5.6,5.3,5.3,5.3,,,,TURKEY,,TURKEY:  ASKALE,39.847,40.874,140,,,,,12,1,,1,50,1,50,1,,,,,12,1,,1,50,1,,
5771,No,2004,4,5,21,24,4,187,6.5,6.5,,6.4,,,,,AFGHANISTAN,,"AFGHANISTAN:  HINDU KUSH:  KABUL, SAMANGAN; PAKISTAN",36.512,71.029,40,3,1,,,5,1,,,,,,,3,1,,,5,1,,,,,,
5772,No,2004,4,9,1,55,50.7,66,5.4,5.4,,5.5,,,,,INDONESIA,,INDONESIA:  SUMATRA:  PADANG,-1.549,100.54,60,,,,,,,,1,,,,,,,,,,,,1,,,,1
5774,No,2004,4,16,18,32,24,96,5.5,5.5,,5.5,,,,,INDONESIA,,INDONESIA:  BALI,-8.669,114.65,60,,,,,,,,1,,,,1,,,,,,,,1,,,,1
5775,No,2004,4,23,1,50,30.2,66,6.7,6.7,,6.5,,,,,INDONESIA,,INDONESIA:  TIMOR: KUPANG,-9.362,122.839,60,,,,,,,,1,,,,,,,,,,,,1,,,,
5776,No,2004,5,1,7,56,13.6,45,5.2,5.2,5.1,5.2,,,,,TAIWAN,,TAIWAN:  HUALIEN: TAROKO GORGE NATIONAL PARK,24.081,121.611,30,2,1,,,1,1,,1,,,,,2,1,,,1,1,,1,,,,
5777,No,2004,5,3,4,36,50,21,6.6,6.6,6.5,5.9,6.4,,,6,CHILE,,CHILE: CANETE,-37.695,-73.406,160,,,,,,,,1,,,,,,,,,,,,1,,,,
5778,No,2004,5,4,5,4,58.3,14,5.4,5.4,5.2,5.4,,,,,CHINA,,CHINA:  QINGHAI PROVINCE:  DELINGHA,37.506,96.758,30,,,,,,,,3,,,,,,,,,,,,3,,,3100,4
5779,No,2004,5,8,4,39,25,67,5,,,5,,,,,IRAN,,IRAN:  KAZERUN,29.881,51.474,140,,,,,,,,1,4,1,4,1,,,,,,,,1,4,1,6,1
5780,No,2004,5,8,20,11,44.2,10,4.5,,,4.5,,,,,PAKISTAN,,PAKISTAN:  QUETTA,30.126,67.121,60,1,1,,,30,1,,1,,,,,1,1,,,30,1,,1,,,,1
5782,No,2004,5,19,21,28,10.6,35,4.1,,4.1,4.8,,,,6,PHILIPPINES,,PHILIPPINES:  BOHOL ISLAND:  TUBIGON,9.926,124.038,170,,,,,,,,1,,,,,,,,,,,,1,,,,
5783,No,2004,5,28,12,38,44.4,17,6.3,6.3,6.3,6.2,,,,,IRAN,,"IRAN:  MAZANDARAN, QAZVIN, TEHRAN",36.29,51.61,140,35,1,,,400,3,165,4,,,,,35,1,,,400,3,165,4,,,,3
5784,No,2004,5,30,2,52,12.2,14,4.9,4.9,,4.9,,,,,RUSSIA,,"RUSSIA:  SAKHALIN, YUZHNO, SAKHALINSK",47.311,142.12,50,,,,,,,,1,,,46,1,,,,,,,,1,,,46,1
5785,No,2004,6,9,11,41,16.5,10,4.6,,,,4.6,,,,SAUDI ARABIA,,SAUDI ARABIA: WESTERN,27.836,36.905,140,,,,,,,,1,,,,,,,,,,,,1,,,,
5786,No,2004,6,15,11,16,31.5,38,5.9,5.9,5.4,5.7,,,,6,CHILE,,"CHILE: CARAHUE, IMPERIAL, TEMUCO",-38.854,-73.155,160,,,,,,,,1,,,,,,,,,,,,1,,,,
5787,No,2004,7,1,22,30,9.3,5,5.1,5.1,4.8,5.4,,,,,TURKEY,,TURKEY:  DOGUBEYAZIT,39.766,43.979,140,18,1,,,21,1,,,,,,,18,1,,,21,1,,,,,,
5789,No,2004,7,12,13,4,7.1,8,5.2,5.2,4.9,5,5.7,,,,SLOVENIA,,"SLOVENIA: BOVEC, KOBARID",46.296,13.641,130,1,1,,,5,1,,1,,1,,1,1,1,,,5,1,,1,,1,,1
5790,No,2004,7,14,14,36,2.5,,4.6,,,4.6,,,,,AFGHANISTAN,,AFGHANISTAN: HERAT,34.89,61.852,40,,,,,,,,2,,,,,,,,,,,,2,,,150,3
5791,No,2004,7,18,4,22,22.6,5,5.4,5.4,5.1,5.1,,,,,NEW ZEALAND,,"NEW ZEALAND:  NORTH ISLAND:  ROTORUA, TAURANGA",-38,176.51,170,1,1,,,2,1,,2,,,5,1,1,1,,,2,1,,2,,,5,1
5792,No,2004,7,18,8,31,45.8,10,5.2,5.2,4.8,5.1,,,,,AFGHANISTAN,,AFGHANISTAN: PAKTIA PROVINCE,33.426,69.524,40,2,1,,,40,1,,3,,3,,3,2,1,,,40,1,,3,,3,,
5793,No,2004,7,30,7,14,7.8,5,4,,4,4.8,,,,,TURKEY,,TURKEY:  DOGUBEYAZIT,39.634,43.966,140,1,1,,,5,1,,1,,,,,1,1,,,5,1,,1,,,,2
5795,No,2004,8,4,3,1,7.5,10,5.6,5.6,5.2,5.1,,,,,TURKEY,,TURKEY:  BODRUM,36.833,27.815,140,,,,,15,1,,,,,,,,,,,15,1,,,,,,
5796,No,2004,8,10,10,26,14.7,6,5.4,5.4,5.1,5.1,,,,,CHINA,,CHINA:  YUNNAN PROVINCE:  LUDIAN,27.266,103.873,30,4,1,,,600,3,50,4,18556,4,65601,4,4,1,,,600,3,50,4,18556,,65601,4
5797,No,2004,8,11,15,48,26.8,7,5.7,5.7,5.5,5.3,,,,,TURKEY,,"TURKEY:  ELAZIG, SIVRICE",38.377,39.261,140,1,1,,,11,1,,1,,,,,1,1,,,11,1,,1,,,,
5798,Yes,2004,9,5,10,7,7.8,14,7.2,7.2,7,6.7,,,,,JAPAN,,JAPAN:  HONSHU:  W COAST: KYOTO,33.07,136.618,30,,,,,4,1,,1,,,,,,,,,4,1,,1,,,,
5799,Yes,2004,9,5,14,57,18.6,10,7.4,7.4,7.1,6.2,,,,,JAPAN,,"JAPAN:  HONSHU:  W COAST: KYOTO, WAKAYAMA, SAKAI",33.184,137.071,30,,,,,40,1,,1,,,,,,,,,40,1,,1,,,,
5800,No,2004,9,7,11,53,6.1,22,6.1,6.1,6.1,6.1,,,,,ARGENTINA,,ARGENTINA: CATAMARCA,-28.573,-65.84,160,1,1,,,,2,,1,,2,,2,1,1,,,,2,,1,,2,,
5801,No,2004,9,7,12,15,49.7,10,5.2,,,5.2,,,,,CHINA,,CHINA:  GANSU PROVINCE,34.682,103.781,30,,,,,19,1,,3,600,3,,,,,,,19,1,,3,600,3,,
5802,No,2004,9,21,13,32,30.8,10,4.8,4.8,,4.9,4.8,,,6,POLAND,,"POLAND: SUWALKI; RUSSIA: KALININGRAD, SVETLOGORSK",54.841,19.912,120,,,,,3,1,,1,,,,,,,,,3,1,,1,,,,
5803,No,2004,9,28,17,15,24.2,9,6,6,5.8,5.4,,,,6,USA,CA,"CALIFORNIA:  CENTRAL: PARKFIELD, SAN MIGUEL",35.819,-120.364,150,,,,,,,,1,,,,,,,,,,,,1,,,,
5825,No,2004,10,1,8,1,1.3,87,5.6,5.6,,5.1,,,,,NICARAGUA,,"NICARAGUA:  CHINANDEGA, LEON",11.989,-86.52,100,,,,,,,,1,,,,,,,,,,,,1,,,,
5804,No,2004,10,7,21,46,20.3,35,5.6,5.6,5.4,5.6,,,,,IRAN,,IRAN:  GOLESTAN,37.125,54.477,140,,,,,60,2,,,,,,,,,,,60,2,,,,,,
5805,No,2004,10,15,4,8,50.2,94,6.6,6.6,,6.4,,,,,TAIWAN,,TAIWAN:  T'AO-YUAN,24.53,122.694,30,,,,,,2,,1,,,,,,,,,,2,,1,,,,
5806,No,2004,10,18,22,11,44.9,30,4.4,,4.4,4.8,,,,,CHINA,,CHINA:  YUNNAN PROVINCE:  BAOSHAN,25.073,99.169,30,,,,,12,1,,3,20000,4,20000,4,,,,,12,1,,3,20000,4,,
5807,No,2004,10,23,8,56,0.8,16,6.6,6.6,6.3,6.4,,,,,JAPAN,,JAPAN:  HONSHU:  NIIGATA PREFECTURE,37.226,138.779,30,40,1,,,3183,4,28000,4,6000,4,,,40,1,,,3183,4,28000,4,6000,4,,
5808,No,2004,10,27,1,40,50.2,14,5.9,5.9,5.4,5.7,,,,,JAPAN,,JAPAN:  HONSHU:  NIIGATA PREFECTURE,37.284,138.885,30,,,,,5,1,,1,1,1,,,,,,,5,1,,1,1,1,,
5826,No,2004,10,27,20,34,36.8,96,5.8,5.8,,5.8,,,,,ROMANIA,,"ROMANIA:  BUCHAREST, BRAILA; BULGARIA:  NORTHERN",45.787,26.622,110,,,,,,,,1,,,,,,,,,,,,1,,,,
7403,Yes,2004,11,2,10,2,12.8,10,6.6,6.6,6.4,5.8,,,,,CANADA,BC,CANADA:  VANCOUVER ISLAND,49.277,-128.772,150,,,,,,,,,,,,,,,,,,,,,,,,
5827,No,2004,11,4,6,22,39.4,74,5.2,5.2,,5.4,,,,,GREECE,,GREECE:  CRETE:  ANTIKYTHIRA,35.945,23.115,130,,,,,,,,1,,,,,,,,,,,,1,,,,
5809,No,2004,11,8,2,15,58.8,10,5.5,5.5,5,5.6,,,,,JAPAN,,JAPAN:  HONSHU:  NIIGATA PREFECTURE,37.396,138.862,30,,,,,8,1,,1,,,,,,,,,8,1,,1,,,,
5810,Yes,2004,11,11,21,26,41.1,10,7.5,7.5,7.3,6.5,,,,,INDONESIA,,INDONESIA:  KEPULAUAN ALOR,-8.152,124.868,60,34,1,,,400,3,,3,781,3,16712,4,34,1,,,400,3,,3,781,3,16712,4
5811,No,2004,11,15,9,6,56.5,15,7.2,7.2,7.1,6.6,,,,,COLOMBIA,,"COLOMBIA:  BAJO BAUDO, BUENAVENTURA, CERRITO",4.695,-77.508,160,,,,,10,1,,3,154,3,,,,,,,10,1,,3,154,3,,
5830,No,2004,11,19,23,49,37.1,37,4.8,,,4.8,,,,,IRAN,,IRAN:  W,32.023,48.836,140,,,,,,,,1,,,,,,,,,,,,1,,,,
5812,No,2004,11,20,8,7,22,16,6.4,6.4,6.3,6.2,,,,,COSTA RICA,,"COSTA RICA:  SAN JOSE, PARRITA, QUEPOS",9.602,-84.172,100,8,1,,,,2,,3,526,3,,,8,1,,,,2,,3,526,3,,
5813,Yes,2004,11,21,11,41,7.7,14,6.3,6.3,6.1,6.3,,,,,GUADELOUPE,,"GUADELOUPE:  BASSE-TERRE, LES SAINTES",15.679,-61.706,90,1,1,,,12,1,,2,,3,,,1,1,,,12,1,,2,,3,,
5814,No,2004,11,22,4,1,30.4,36,5,5,4,5,,,,,IRAN,,"IRAN:  KHORRAMABAD, POL-E DOKHTAR",33.297,47.977,140,,,,,,2,,1,,1,,1,,,,,,2,,1,,1,,
5815,Yes,2004,11,22,20,26,23.9,10,7.1,7.1,7.1,6.4,,,,,NEW ZEALAND,,"NEW ZEALAND:  INVERCARGILL, SOUTHLAND, OTAGO",-46.676,164.721,170,,,,,,,,1,,,,,,,,,,,,1,,,,
5816,No,2004,11,24,22,59,40,17,5.1,5.1,4.6,5.3,5.5,,,,ITALY,,ITALY:  NORTHERN:  BRESCIA,45.626,10.559,130,,,,,9,1,,2,,3,,,,,,,9,1,,2,,3,,
5817,No,2004,11,26,2,25,3.3,10,7.1,7.1,7.2,6.2,,,,8,INDONESIA,,INDONESIA:  NABIRE,-3.609,135.404,170,32,1,,,130,3,55,4,328,3,,,32,1,,,130,3,55,4,328,3,,
5818,Yes,2004,11,28,18,32,14.1,39,7,7,6.7,6.4,,,,,JAPAN,,"JAPAN:  HOKKAIDO:  BEKKAI, KUSHIRO, NEMOURO",43.006,145.119,30,,,,,24,1,,1,,,,1,,,,,24,1,,1,,,,1
5819,No,2004,12,1,17,42,24.7,10,4.5,,,4.5,,,,,ALGERIA,,ALGERIA:  BOUMERDAS,36.848,3.448,15,,,,,15,1,,1,,,,,,,,,15,1,,1,,,,
